feature,importance
img_pca_9,202
glucose_growth,195
GlutamateGlo_concentration_uM,194
img_pca_0,193
MalateGlo_concentration_uM,168
LactateGlo_growth,168
img_pca_8,143
img_pca_3,137
img_pca_10,100
img_pca_1,91
img_pca_7,89
MalateGlo_growth,89
img_pca_11,88
glutamate_growth,88
GlucoseGlo_concentration_uM,83
img_pca_5,81
PyruvateGlo_concentration_uM,81
img_pca_4,79
img_pca_2,60
PyruvateGlo_growth,52
img_pca_6,43
LactateGlo_concentration_uM,43
glutamate_growth_accel,0
glucose_growth_accel,0
