feature,importance
img_pca_8,89
img_pca_11,76
img_pca_3,74
img_pca_10,58
LactateGlo_concentration_uM,40
GlucoseGlo_concentration_uM,37
img_pca_0,34
img_pca_2,33
MalateGlo_concentration_uM,33
img_pca_7,32
glucose_growth,31
PyruvateGlo_concentration_uM,29
img_pca_5,28
img_pca_1,27
LactateGlo_growth,25
PyruvateGlo_growth,25
glutamate_growth,21
img_pca_4,17
img_pca_9,14
GlutamateGlo_concentration_uM,11
img_pca_6,5
glutamate_growth_accel,0
glucose_growth_accel,0
MalateGlo_growth,0
