Day,Day_No,Test_Accuracy,Test_F1_Acceptable,Test_Recall_Acceptable,Test_Precision_Acceptable,Test_Specificity,Test_ROC_AUC,TP,FP,TN,FN,Model_Variant,Family,Variant,Target_Day,Threshold_Used
Dy24,24.0,0.8837209302325582,0.9253731343283582,0.9117647058823528,0.9393939393939394,0.7777777777777778,0.9215686274509804,31,2,7,3,lgbm_per_day_noscale_classweight,per_day,,,
Dy28,28.0,0.9318181818181818,0.9577464788732394,0.9714285714285714,0.9444444444444444,0.7777777777777778,0.9841269841269842,34,2,7,1,lgbm_per_day_noscale_classweight,per_day,,,
Dy30,30.0,0.9772727272727272,0.9859154929577464,1.0,0.9722222222222222,0.8888888888888888,0.9873015873015872,35,1,8,0,lgbm_per_day_noscale_classweight,per_day,,,
Dy24,24.0,0.9069767441860463,0.9428571428571428,0.9705882352941176,0.9166666666666666,0.6666666666666666,0.9052287581699348,33,3,6,1,lgbm_per_day_noscale,per_day,,,
Dy28,28.0,0.9090909090909092,0.9444444444444444,0.9714285714285714,0.918918918918919,0.6666666666666666,0.9650793650793652,34,3,6,1,lgbm_per_day_noscale,per_day,,,
Dy30,30.0,0.9772727272727272,0.9859154929577464,1.0,0.9722222222222222,0.8888888888888888,0.9904761904761904,35,1,8,0,lgbm_per_day_noscale,per_day,,,
