Family,Model_Variant,Test_F1_Acceptable,Test_ROC_AUC,Test_Specificity,Test_Recall_Acceptable,Test_Accuracy
per_day,lgbm_per_day_noscale,0.9577390267531113,0.9535947712418301,0.7407407407407408,0.9806722689075631,0.9311134601832275
per_day,lgbm_per_day_noscale_classweight,0.9563450353864479,0.9643323996265173,0.8148148148148149,0.9610644257703082,0.930937279774489
