feature,importance
GlutamateGlo_concentration_uM,117
LactateGlo_concentration_uM,88
glutamate_growth,80
img_pca_10,75
img_pca_2,64
MalateGlo_concentration_uM,63
img_pca_1,57
img_pca_0,50
PyruvateGlo_concentration_uM,45
img_pca_4,40
img_pca_8,38
LactateGlo_growth,38
img_pca_5,36
img_pca_7,36
img_pca_9,35
glucose_growth,30
img_pca_6,30
img_pca_11,26
PyruvateGlo_growth,20
img_pca_3,19
GlucoseGlo_concentration_uM,12
MalateGlo_growth,2
glutamate_growth_accel,0
glucose_growth_accel,0
