feature,importance
PyruvateGlo_concentration_uM,230
img_pca_2,195
GlucoseGlo_concentration_uM,192
img_pca_4,177
LactateGlo_concentration_uM,169
img_pca_6,139
img_pca_9,128
LactateGlo_growth,128
img_pca_5,117
img_pca_11,112
img_pca_0,107
img_pca_8,95
img_pca_3,92
img_pca_10,84
img_pca_1,67
PyruvateGlo_growth,60
img_pca_7,50
glutamate_growth,44
glucose_growth,43
GlutamateGlo_concentration_uM,13
glucose_growth_accel,0
glutamate_growth_accel,0
MalateGlo_growth,0
MalateGlo_concentration_uM,0
