setup,fold,model,day,threshold,accuracy,precision,recall,f1,TNR,TPR,sensitivity,specificity,balanced_acc,TN,FP,FN,TP,optimal_threshold
overlay,0,per_day,26,0.5,0.8636363636363636,0.8717948717948718,0.9714285714285714,0.918918918918919,0.4444444444444444,0.9714285714285714,0.9714285714285714,0.4444444444444444,0.7079365079365079,4,5,1,34,0.5
overlay,0,per_day,26,0.6,0.20454545454545456,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,9,0,35,0,0.5
overlay,0,per_day,26,0.7,0.20454545454545456,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,9,0,35,0,0.5
overlay,0,per_day,26,0.8,0.20454545454545456,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,9,0,35,0,0.5
overlay,0,per_day,26,0.9,0.20454545454545456,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,9,0,35,0,0.5
overlay,0,per_day,26,0.5,0.8636363636363636,0.8717948717948718,0.9714285714285714,0.918918918918919,0.4444444444444444,0.9714285714285714,0.9714285714285714,0.4444444444444444,0.7079365079365079,4,5,1,34,0.5
overlay,0,per_day,13,0.5,0.7954545454545454,0.825,0.9428571428571428,0.88,0.2222222222222222,0.9428571428571428,0.9428571428571428,0.2222222222222222,0.5825396825396825,2,7,2,33,0.58
overlay,0,per_day,13,0.6,0.45454545454545453,0.8666666666666667,0.37142857142857144,0.52,0.7777777777777778,0.37142857142857144,0.37142857142857144,0.7777777777777778,0.5746031746031746,7,2,22,13,0.58
overlay,0,per_day,13,0.7,0.20454545454545456,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,9,0,35,0,0.58
overlay,0,per_day,13,0.8,0.20454545454545456,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,9,0,35,0,0.58
overlay,0,per_day,13,0.9,0.20454545454545456,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,9,0,35,0,0.58
overlay,0,per_day,13,0.58,0.6136363636363636,0.9090909090909091,0.5714285714285714,0.7017543859649122,0.7777777777777778,0.5714285714285714,0.5714285714285714,0.7777777777777778,0.6746031746031746,7,2,15,20,0.58
overlay,0,per_day,17,0.5,0.8181818181818182,0.8292682926829268,0.9714285714285714,0.8947368421052632,0.2222222222222222,0.9714285714285714,0.9714285714285714,0.2222222222222222,0.5968253968253968,2,7,1,34,0.54
overlay,0,per_day,17,0.6,0.20454545454545456,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,9,0,35,0,0.54
overlay,0,per_day,17,0.7,0.20454545454545456,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,9,0,35,0,0.54
overlay,0,per_day,17,0.8,0.20454545454545456,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,9,0,35,0,0.54
overlay,0,per_day,17,0.9,0.20454545454545456,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,9,0,35,0,0.54
overlay,0,per_day,17,0.54,0.4772727272727273,0.875,0.4,0.5490196078431373,0.7777777777777778,0.4,0.4,0.7777777777777778,0.5888888888888889,7,2,21,14,0.54
overlay,0,per_day,20.5,0.5,0.8181818181818182,0.8648648648648649,0.9142857142857143,0.8888888888888888,0.4444444444444444,0.9142857142857143,0.9142857142857143,0.4444444444444444,0.6793650793650794,4,5,3,32,0.51
overlay,0,per_day,20.5,0.6,0.20454545454545456,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,9,0,35,0,0.51
overlay,0,per_day,20.5,0.7,0.20454545454545456,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,9,0,35,0,0.51
overlay,0,per_day,20.5,0.8,0.20454545454545456,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,9,0,35,0,0.51
overlay,0,per_day,20.5,0.9,0.20454545454545456,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,9,0,35,0,0.51
overlay,0,per_day,20.5,0.51,0.75,0.875,0.8,0.835820895522388,0.5555555555555556,0.8,0.8,0.5555555555555556,0.6777777777777778,5,4,7,28,0.51
