feature,importance
glutamate_growth,210
LactateGlo_concentration_uM,184
img_pca_8,171
img_pca_10,149
PyruvateGlo_concentration_uM,131
GlutamateGlo_concentration_uM,122
img_pca_1,114
img_pca_3,100
img_pca_2,96
img_pca_9,94
img_pca_0,87
img_pca_11,73
img_pca_4,68
img_pca_5,66
img_pca_7,62
GlucoseGlo_concentration_uM,62
MalateGlo_concentration_uM,58
img_pca_6,53
LactateGlo_growth,49
PyruvateGlo_growth,46
glucose_growth,33
MalateGlo_growth,5
glutamate_growth_accel,0
glucose_growth_accel,0
