feature,importance
img_pca_0,72
GlutamateGlo_concentration_uM,70
img_pca_10,66
MalateGlo_concentration_uM,65
img_pca_4,60
LactateGlo_concentration_uM,59
LactateGlo_growth,58
img_pca_3,54
img_pca_7,45
glucose_growth,43
img_pca_9,29
PyruvateGlo_growth,29
MalateGlo_growth,25
glutamate_growth,22
img_pca_5,21
PyruvateGlo_concentration_uM,21
img_pca_6,21
img_pca_11,20
img_pca_2,18
GlucoseGlo_concentration_uM,7
img_pca_1,6
img_pca_8,3
glutamate_growth_accel,0
glucose_growth_accel,0
