setup,fold,model,day,threshold,accuracy,precision,recall,f1,TNR,TPR,sensitivity,specificity,balanced_acc,TN,FP,FN,TP,optimal_threshold
overlay,0,per_day,13,0.5,0.7727272727272727,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.4444444444444444,0.8571428571428571,0.8571428571428571,0.4444444444444444,0.6507936507936507,4,5,5,30,0.5
overlay,0,per_day,13,0.6,0.20454545454545456,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,9,0,35,0,0.5
overlay,0,per_day,13,0.7,0.20454545454545456,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,9,0,35,0,0.5
overlay,0,per_day,13,0.8,0.20454545454545456,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,9,0,35,0,0.5
overlay,0,per_day,13,0.9,0.20454545454545456,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,9,0,35,0,0.5
overlay,0,per_day,13,0.5,0.7727272727272727,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.4444444444444444,0.8571428571428571,0.8571428571428571,0.4444444444444444,0.6507936507936507,4,5,5,30,0.5
overlay,0,per_day,26,0.5,0.8409090909090909,0.85,0.9714285714285714,0.9066666666666666,0.3333333333333333,0.9714285714285714,0.9714285714285714,0.3333333333333333,0.6523809523809524,3,6,1,34,0.53
overlay,0,per_day,26,0.6,0.2727272727272727,1.0,0.08571428571428572,0.15789473684210525,1.0,0.08571428571428572,0.08571428571428572,1.0,0.5428571428571428,9,0,32,3,0.53
overlay,0,per_day,26,0.7,0.20454545454545456,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,9,0,35,0,0.53
overlay,0,per_day,26,0.8,0.20454545454545456,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,9,0,35,0,0.53
overlay,0,per_day,26,0.9,0.20454545454545456,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,9,0,35,0,0.53
overlay,0,per_day,26,0.53,0.7727272727272727,0.8787878787878788,0.8285714285714286,0.8529411764705882,0.5555555555555556,0.8285714285714286,0.8285714285714286,0.5555555555555556,0.692063492063492,5,4,6,29,0.53
overlay,0,per_day,28,0.5,0.7954545454545454,0.8823529411764706,0.8571428571428571,0.8695652173913043,0.5555555555555556,0.8571428571428571,0.8571428571428571,0.5555555555555556,0.7063492063492063,5,4,5,30,0.5700000000000001
overlay,0,per_day,28,0.6,0.3181818181818182,0.8571428571428571,0.17142857142857143,0.2857142857142857,0.8888888888888888,0.17142857142857143,0.17142857142857143,0.8888888888888888,0.5301587301587302,8,1,29,6,0.5700000000000001
overlay,0,per_day,28,0.7,0.20454545454545456,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,9,0,35,0,0.5700000000000001
overlay,0,per_day,28,0.8,0.20454545454545456,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,9,0,35,0,0.5700000000000001
