feature,importance
img_pca_8,106
LactateGlo_concentration_uM,97
img_pca_0,82
PyruvateGlo_growth,73
img_pca_5,69
img_pca_6,64
img_pca_4,53
img_pca_2,53
img_pca_11,51
GlutamateGlo_concentration_uM,50
img_pca_10,44
glutamate_growth,40
img_pca_9,39
img_pca_1,38
LactateGlo_growth,35
glucose_growth,35
PyruvateGlo_concentration_uM,34
img_pca_3,28
GlucoseGlo_concentration_uM,26
img_pca_7,20
MalateGlo_growth,0
glucose_growth_accel,0
glutamate_growth_accel,0
MalateGlo_concentration_uM,0
