feature,importance
LactateGlo_concentration_uM,112
MalateGlo_growth,90
LactateGlo_growth,65
PyruvateGlo_growth,61
img_pca_3,60
img_pca_5,59
img_pca_0,56
img_pca_8,48
glucose_growth,44
glutamate_growth,43
MalateGlo_concentration_uM,36
img_pca_4,35
img_pca_2,34
img_pca_6,32
GlucoseGlo_concentration_uM,30
PyruvateGlo_concentration_uM,28
img_pca_1,26
GlutamateGlo_concentration_uM,23
img_pca_7,22
img_pca_9,21
img_pca_11,20
img_pca_10,15
glutamate_growth_accel,0
glucose_growth_accel,0
