feature,importance
LactateGlo_concentration_uM,189
MalateGlo_growth,172
GlutamateGlo_concentration_uM,144
LactateGlo_growth,134
PyruvateGlo_concentration_uM,128
glutamate_growth,127
img_pca_9,124
img_pca_11,118
GlucoseGlo_concentration_uM,105
MalateGlo_concentration_uM,98
img_pca_6,97
PyruvateGlo_growth,95
img_pca_0,95
img_pca_7,94
img_pca_2,91
img_pca_4,91
img_pca_10,85
img_pca_3,77
glucose_growth,73
img_pca_8,66
img_pca_1,65
img_pca_5,61
glucose_growth_accel,0
glutamate_growth_accel,0
