feature,importance
GlutamateGlo_concentration_uM,77
img_pca_1,65
LactateGlo_growth,58
img_pca_11,50
LactateGlo_concentration_uM,46
img_pca_9,45
img_pca_2,42
img_pca_3,40
img_pca_10,34
img_pca_4,31
glutamate_growth,27
img_pca_8,23
PyruvateGlo_growth,21
img_pca_0,20
img_pca_7,18
glucose_growth,16
img_pca_6,13
img_pca_5,11
PyruvateGlo_concentration_uM,7
GlucoseGlo_concentration_uM,7
glutamate_growth_accel,0
glucose_growth_accel,0
MalateGlo_growth,0
MalateGlo_concentration_uM,0
