feature,importance
LactateGlo_concentration_uM,225
MalateGlo_growth,217
GlutamateGlo_concentration_uM,211
img_pca_7,150
img_pca_8,149
LactateGlo_growth,148
GlucoseGlo_concentration_uM,120
img_pca_5,98
img_pca_0,95
glucose_growth,95
img_pca_3,94
glutamate_growth,91
img_pca_11,91
PyruvateGlo_growth,90
img_pca_10,76
PyruvateGlo_concentration_uM,73
img_pca_4,67
img_pca_1,60
img_pca_6,59
img_pca_2,55
MalateGlo_concentration_uM,52
img_pca_9,49
glucose_growth_accel,0
glutamate_growth_accel,0
