feature,importance
MalateGlo_concentration_uM,171
GlutamateGlo_concentration_uM,155
img_pca_4,137
LactateGlo_growth,130
LactateGlo_concentration_uM,128
img_pca_7,121
img_pca_11,109
img_pca_5,108
img_pca_0,103
img_pca_3,100
GlucoseGlo_concentration_uM,75
MalateGlo_growth,67
img_pca_8,57
PyruvateGlo_growth,55
img_pca_10,51
PyruvateGlo_concentration_uM,50
img_pca_1,49
img_pca_9,47
glutamate_growth,46
glucose_growth,46
img_pca_6,36
img_pca_2,35
glucose_growth_accel,0
glutamate_growth_accel,0
