Day No,Num in Sample,Actual Good,Predicted Good
3,29,21,24
6,29,21,21
8,29,21,22
10,29,21,18
13,29,21,21
15,29,21,20
17,29,21,26
20,29,21,23
24,29,20,23
28,30,21,21
30,30,21,22
