feature,importance
img_pca_4,83
img_pca_0,80
img_pca_10,66
img_pca_7,66
img_pca_8,65
img_pca_3,58
img_pca_11,56
img_pca_6,55
img_pca_9,53
PyruvateGlo_concentration_uM,51
GlucoseGlo_concentration_uM,50
img_pca_5,49
PyruvateGlo_growth,48
LactateGlo_concentration_uM,41
glucose_growth,37
img_pca_1,36
glutamate_growth,35
GlutamateGlo_concentration_uM,31
LactateGlo_growth,30
img_pca_2,18
MalateGlo_concentration_uM,0
glutamate_growth_accel,0
glucose_growth_accel,0
MalateGlo_growth,0
