feature,importance
LactateGlo_concentration_uM,84
img_pca_2,81
img_pca_4,79
LactateGlo_growth,68
PyruvateGlo_growth,67
img_pca_9,57
GlucoseGlo_concentration_uM,54
glutamate_growth,52
img_pca_8,51
img_pca_7,51
img_pca_3,48
img_pca_0,44
GlutamateGlo_concentration_uM,43
PyruvateGlo_concentration_uM,42
img_pca_11,40
img_pca_5,37
img_pca_10,30
img_pca_1,28
img_pca_6,28
glucose_growth,13
glutamate_growth_accel,0
glucose_growth_accel,0
MalateGlo_growth,0
MalateGlo_concentration_uM,0
