feature,importance
LactateGlo_concentration_uM,72
LactateGlo_growth,62
img_pca_2,60
GlutamateGlo_concentration_uM,54
img_pca_7,45
glutamate_growth,44
img_pca_9,43
img_pca_0,40
img_pca_1,39
MalateGlo_concentration_uM,38
MalateGlo_growth,36
GlucoseGlo_concentration_uM,31
glucose_growth,29
PyruvateGlo_growth,28
img_pca_5,27
img_pca_10,27
img_pca_3,24
img_pca_6,23
img_pca_11,22
PyruvateGlo_concentration_uM,19
img_pca_4,18
img_pca_8,15
glutamate_growth_accel,0
glucose_growth_accel,0
