well,split1_id,split2_id,split1_index,split2_index,split1_consensus,split2_consensus,split1_acceptable_rate,split2_acceptable_rate,split1_strength,split2_strength,rater_count,relationship
BA2_96_2_Dy30_C8,BA2_96_2_Dy30_C8_split1_nostitch,BA2_96_2_Dy30_C8_split2_nostitch,1,2,Not Acceptable,Not Acceptable,0.4,0.2,0.2,0.6,5,Ambiguous
