well,initial_area,final_area,days_elapsed,growth_rate_um2_per_day,has_split_at_end,n_timepoints
ba3961_G11,514338.6251754761,3036898.7977981567,27,93428.15454158076,False,11
ba3961_G12,527350.3172950745,3253676.6028022766,27,100975.04761137786,False,11
ba3961_G2,230794.26099395752,268271.95335388184,27,1388.062679997197,False,11
ba3961_G3,235064.50744247437,606927.6158180237,27,13772.707717612937,False,11
ba3961_G4,238329.99002075195,254456.45013809204,27,597.2763006422255,False,11
ba3961_G5,223409.24654769897,307759.17345428467,27,3124.071366910581,False,11
ba3961_G6,248277.1523361206,283644.8405685425,5,7073.537646484375,False,3
ba3961_G7,523833.64374923706,3454227.4713020325,27,108533.10472417761,False,11
ba3961_G8,508410.51834106445,2734263.9200820923,27,82439.01487929733,False,11
ba3961_G9,499669.0726699829,2807963.349964142,27,85492.38064052441,False,11
ba3961_H1,250839.3002052307,598437.361114502,27,12874.002255898935,False,11
ba3961_H10,569399.6852645874,3082263.886539459,27,93069.04449166192,False,11
ba3961_H11,542421.7753486633,600647.8416290283,10,5822.606628036499,False,5
ba3961_H12,0.0,0.0,3,0.0,False,2
ba3961_H2,241042.85247039795,345739.2477493286,27,3877.6442695900246,False,11
ba3961_H3,248880.01065826416,565280.1533966064,27,11718.523805123788,False,11
ba3961_H4,228985.68602752686,1331412.6044540405,27,40830.62660838939,False,11
ba3961_H5,221399.71880722046,1047265.3819503784,27,30587.617153450294,False,11
ba3961_H6,230040.68809127808,293792.955657959,27,2361.195095062256,False,11
ba3961_H7,566335.1554603577,727499.2802467346,12,13430.34373219808,False,6
ba3961_H8,571559.9275856018,3334459.617969513,27,102329.61816236709,False,11
ba3961_H9,544531.7794761658,327352.0689239502,5,-43435.94211044312,False,3
ba4961_A1,281677.8943537719,0.0,27,-10432.514605695254,False,11
ba4961_A10,255783.0375246449,849192.4846935947,27,21978.12767292407,False,11
ba4961_A11,247753.72987196178,904306.2839638279,27,24316.76126266171,False,11
ba4961_A12,247074.43142418825,1711389.5677314198,27,54233.89393730488,False,11
ba4961_A2,279463.38141403015,504784.77614901925,27,8345.236842036633,False,11
ba4961_A3,281609.9645089945,936642.568170065,27,24260.466802261868,False,11
ba4961_A4,289747.9599133214,450469.1633041057,27,5952.63716262164,False,11
ba4961_A5,285712.9271335466,530910.7806070386,27,9081.401980499704,False,11
ba4961_A6,282316.434894679,793533.5824987533,27,18933.968429780532,False,11
ba4961_A7,277439.072039665,561942.711386534,27,10537.171827661816,False,11
ba4961_A8,291582.0657223099,568036.1833651927,27,10239.041394180844,False,11
ba4961_A9,266162.7178066244,1123106.7043093417,27,31738.666166767307,False,11
ba4961_B1,280427.9852098686,538152.8623196938,27,9545.365818882416,False,11
ba4961_B10,280930.666061221,645577.074390745,27,13505.422530723112,False,11
ba4961_B11,236395.85982518838,750645.663109024,27,19046.28901051243,False,11
ba4961_B12,239303.25718165908,796590.0524688793,27,20640.25167730445,False,11
ba4961_B2,287411.17325298046,608003.9085159482,27,11873.805009739546,False,11
ba4961_B3,281650.7224158609,1953648.8817966902,27,61925.85775484553,False,11
ba4961_B4,257943.20658856473,469002.662740793,27,7817.016894526973,False,11
ba4961_B5,270320.0243069985,541540.2876369033,27,10045.194938144625,False,11
ba4961_B6,277072.25087786734,1205903.9449650468,27,34401.17385508072,False,11
ba4961_B7,260673.98634861433,774571.7879070165,27,19033.25190957045,False,11
ba4961_B8,278009.6827357948,632475.136238549,27,13128.350129731638,False,11
ba4961_B9,259872.41418024155,1853194.1999759898,27,59011.91799243512,False,11
ba4961_C1,277113.00878473377,445933.1282528996,27,6252.597017339476,False,11
ba4961_C10,248636.81785406737,806771.7963821014,27,20671.665871408666,False,11
ba4961_C11,234140.58897858026,607205.7220906287,27,13817.22715229809,False,11
ba4961_C12,237075.1582729619,865545.5724318484,27,23276.682005884686,True,16
ba4961_C2,264872.05075585475,1871863.9751438294,27,59518.21942177684,False,11
ba4961_C3,269178.8029147389,2170930.8011379377,27,70435.25919345181,False,11
ba4961_C4,245783.76437341855,1623705.8687158318,27,51034.15201268197,False,11
ba4961_C5,236667.57920429777,785337.5706680333,27,20321.11079495317,False,11
ba4961_C6,267453.38485739415,211830.89009516287,27,-2060.0923986011585,False,11
ba4961_C7,270184.16461744375,625018.9069483691,27,13142.027493737976,False,11
ba4961_C8,277534.17382235336,754091.4923110132,27,17650.27105513555,False,11
ba4961_C9,259655.03867695402,1147986.7592253988,27,32901.17483512758,False,11
ba4961_D1,254125.5493120775,700651.9377377918,27,16538.01438613757,False,11
ba4961_D10,241911.76322110943,901074.6023393635,27,24413.438485861265,False,11
ba4961_D11,239765.18012614507,754967.5505827053,27,19081.5692761689,False,11
ba4961_D12,241626.45787304454,1387209.0712821365,27,42428.98568181822,False,11
ba4961_D2,272289.9898055417,631482.2701972979,27,13303.417792287268,False,11
ba4961_D3,290291.3986715402,2305006.6526300237,27,74619.08347994383,False,11
ba4961_D4,256516.6798482403,1419915.2467586435,27,43088.83581149642,False,11
ba4961_D5,261271.76898265502,1038985.6422653017,27,28804.217528986912,False,11
ba4961_D6,268282.12896367785,761333.5740236683,27,18261.164631851498,False,11
ba4961_D7,284693.97946188634,4541223.380301317,27,157649.23706812708,False,11
ba4961_D8,271420.48779239156,628893.0313054078,27,13239.723833815415,False,11
ba4961_D9,258785.5366638039,1077551.6741813496,27,30324.671759909095,False,11
ba4961_E1,294652.4947062463,729892.8160507166,27,16120.011901647047,False,11
ba4961_E10,257657.90124049986,890386.6914247192,27,23434.39963645257,False,11
ba4961_E11,248405.8563818244,1455249.597050227,27,44697.91632105195,False,11
ba4961_E12,235078.02083650773,1822123.3332733081,27,58779.45601617779,False,11
ba4961_E2,279816.6166068724,634830.7595913212,27,13148.671962386994,False,11
ba4961_E3,278865.59877998946,735227.0375272421,27,16902.275509157505,False,11
ba4961_E4,269871.6873314679,681300.7839141918,27,15238.11468824903,False,11
ba4961_E5,260877.7758829464,657783.4863096557,27,14700.21149728553,False,11
ba4961_E6,274816.98003125924,660664.7446254432,27,14290.657947932741,False,11
ba4961_E7,268254.9570257669,752047.3563437315,27,17918.237011776466,False,11
ba4961_E8,269246.7327595163,561086.121076435,27,10808.866233959952,False,11
ba4961_E9,272833.42856376054,993041.2529054466,27,26674.36386450689,False,11
ba4961_F1,282846.28768394236,1694802.8644540485,27,52294.68802852245,False,11
ba4961_F10,258581.74712947186,3172144.4700322933,27,107909.73047788227,False,11
ba4961_F11,234262.86269917947,571326.2688744366,27,12483.829858342859,False,11
ba4961_F12,217253.2295669303,1643679.9973104128,27,52830.62102753639,False,11
ba4961_F2,269912.4452383343,1482894.1025125128,27,44925.24656571032,False,11
ba4961_F3,311213.79086296493,1019459.2767873632,27,26231.314293496234,False,11
ba4961_F4,263758.0013015061,535368.943811872,27,10059.66453742096,False,11
ba4961_F5,254438.02659805331,525732.3028232583,27,10047.936156489075,False,11
ba4961_F6,263798.75920837256,626556.8759142287,27,13435.4858039206,False,11
ba4961_F7,271746.55104732286,1258954.140306405,27,36563.24404663267,False,11
ba4961_F8,253242.4613299719,930296.0126906951,27,25076.057457804563,False,11
ba4961_F9,264070.47858748195,561553.3521546709,27,11017.884206192182,False,11
ba4961_G1,274952.8397208139,979978.2506764368,27,26112.05225761566,False,11
ba4961_G10,245634.31871490838,930646.4359993719,27,25370.819158683833,False,11
ba4961_G11,239357.60105748096,878783.7863151964,27,23682.45130584131,False,11
ba4961_G12,202308.66371591264,1114638.1410163175,27,33789.98064075574,False,11
ba4961_G2,284191.29861053394,696758.34541916,27,15280.260992912075,False,11
ba4961_G3,283661.4458212706,547361.208153258,27,9766.65786414768,False,11
ba4961_G4,274096.92367661925,1218733.3316549386,27,34986.53362882664,False,11
ba4961_G5,254166.3072189439,1441914.0433589132,27,43990.656894072934,False,11
ba4961_G6,265021.4964143649,660839.9562797816,27,14659.942957978397,False,11
ba4961_G7,261502.73045489803,1541336.923215176,27,47401.266398528816,False,11
ba4961_G8,278376.5038975925,1438740.7656192284,27,42976.454137838366,False,11
ba4961_G9,245566.38887013102,863287.2888870419,27,22878.55185247818,False,11
ba4961_H1,273200.2497255582,786310.9687476913,27,19004.100704523447,False,11
ba4961_H10,246992.91561045544,1410453.8174243683,27,43091.1445116264,False,11
ba4961_H11,244112.69019189567,506673.1684235557,27,9724.462156728147,False,11
ba4961_H12,224861.37218199382,1045001.2423975879,27,30375.550748725705,False,11
ba4961_H2,266529.53896842216,1791889.5889191322,27,56494.81666484111,False,11
ba4961_H3,269491.2802007147,512941.8520565529,27,9016.687846512525,False,11
ba4961_H4,271719.3791094119,458957.194558723,27,6934.733905530041,False,11
ba4961_H5,260402.2669695049,639756.1538743905,27,14050.143959440209,False,11
ba4961_H6,270700.4314377516,880964.1980136302,27,22602.36172503254,False,11
ba4961_H7,270944.9788789501,452143.40800111735,27,6711.052930450638,False,11
ba4961_H8,258214.92596767415,526705.7009029163,27,9944.102775379339,False,11
ba4961_H9,257291.08007870216,4481220.481547117,27,156441.82968401536,False,11
