feature,importance
img_pca_2,105
LactateGlo_concentration_uM,93
LactateGlo_growth,78
GlucoseGlo_concentration_uM,76
img_pca_5,73
img_pca_9,60
GlutamateGlo_concentration_uM,49
img_pca_1,40
glutamate_growth,39
img_pca_0,37
glucose_growth,31
img_pca_7,31
MalateGlo_concentration_uM,30
img_pca_10,27
img_pca_8,25
PyruvateGlo_concentration_uM,25
MalateGlo_growth,24
img_pca_3,22
img_pca_4,15
img_pca_11,15
img_pca_6,13
PyruvateGlo_growth,8
glucose_growth_accel,0
glutamate_growth_accel,0
