feature,importance
glucose_growth,99
img_pca_0,78
PyruvateGlo_concentration_uM,63
img_pca_3,55
img_pca_9,48
img_pca_7,47
img_pca_10,46
img_pca_5,44
MalateGlo_concentration_uM,43
LactateGlo_growth,43
img_pca_6,43
img_pca_4,39
LactateGlo_concentration_uM,37
glutamate_growth,33
img_pca_8,30
img_pca_1,30
GlucoseGlo_concentration_uM,29
PyruvateGlo_growth,29
img_pca_11,25
img_pca_2,24
GlutamateGlo_concentration_uM,20
glutamate_growth_accel,0
glucose_growth_accel,0
MalateGlo_growth,0
