feature,importance
LactateGlo_growth,260
img_pca_2,166
img_pca_0,158
img_pca_8,131
img_pca_9,118
LactateGlo_concentration_uM,116
img_pca_6,113
img_pca_3,107
img_pca_5,96
img_pca_4,88
GlutamateGlo_concentration_uM,79
glutamate_growth,76
img_pca_10,68
GlucoseGlo_concentration_uM,66
MalateGlo_concentration_uM,63
PyruvateGlo_concentration_uM,60
img_pca_11,59
PyruvateGlo_growth,48
MalateGlo_growth,36
img_pca_7,33
glucose_growth,25
img_pca_1,24
glutamate_growth_accel,0
glucose_growth_accel,0
