feature,importance
LactateGlo_growth,171
GlutamateGlo_concentration_uM,134
img_pca_4,119
img_pca_2,105
LactateGlo_concentration_uM,98
img_pca_10,91
img_pca_1,91
img_pca_0,75
img_pca_11,72
PyruvateGlo_growth,67
glutamate_growth,65
img_pca_6,65
img_pca_7,62
PyruvateGlo_concentration_uM,58
GlucoseGlo_concentration_uM,56
img_pca_9,55
glucose_growth,36
img_pca_3,35
img_pca_8,35
img_pca_5,29
MalateGlo_growth,0
glucose_growth_accel,0
glutamate_growth_accel,0
MalateGlo_concentration_uM,0
