feature,importance
LactateGlo_concentration_uM,348
LactateGlo_growth,255
MalateGlo_growth,254
img_pca_7,244
img_pca_4,217
GlutamateGlo_concentration_uM,201
img_pca_8,188
img_pca_10,178
PyruvateGlo_growth,150
img_pca_6,135
MalateGlo_concentration_uM,128
glucose_growth,106
img_pca_1,105
img_pca_0,101
PyruvateGlo_concentration_uM,100
img_pca_3,98
glutamate_growth,95
img_pca_5,92
img_pca_9,70
GlucoseGlo_concentration_uM,67
img_pca_11,66
img_pca_2,61
glutamate_growth_accel,0
glucose_growth_accel,0
