feature,importance
PyruvateGlo_growth,85
img_pca_7,83
LactateGlo_growth,78
LactateGlo_concentration_uM,77
img_pca_5,72
img_pca_2,55
img_pca_9,52
GlucoseGlo_concentration_uM,52
img_pca_8,51
PyruvateGlo_concentration_uM,44
img_pca_3,44
img_pca_6,42
glucose_growth,41
img_pca_10,40
img_pca_1,38
glutamate_growth,33
img_pca_4,32
img_pca_11,30
img_pca_0,27
GlutamateGlo_concentration_uM,26
glutamate_growth_accel,0
glucose_growth_accel,0
MalateGlo_growth,0
MalateGlo_concentration_uM,0
