feature,importance
LactateGlo_concentration_uM,60
img_pca_4,52
img_pca_0,48
PyruvateGlo_concentration_uM,48
img_pca_9,46
img_pca_8,45
img_pca_7,45
img_pca_3,44
img_pca_2,43
img_pca_11,43
img_pca_5,42
img_pca_10,41
LactateGlo_growth,39
glucose_growth,39
glutamate_growth,34
img_pca_1,29
MalateGlo_concentration_uM,26
GlucoseGlo_concentration_uM,19
PyruvateGlo_growth,15
GlutamateGlo_concentration_uM,11
img_pca_6,10
glucose_growth_accel,0
glutamate_growth_accel,0
MalateGlo_growth,0
